"monthly_rent_payment","overcrowding_by_bedrooms","number_of_all_rooms_in_the_house","overcrowding_by_rooms","has_bathroom_in_the_household","if_the_household_has_refrigerator","males_younger_than_12_years_of_age","males_12_years_of_age_and_older","total_males_in_the_household","females_younger_than_12_years_of_age","females_12_years_of_age_and_older","total_females_in_the_household","persons_younger_than_12_years_of_age","persons_12_years_of_age_and_older","number_of_persons_living_in_the_household","years_of_schooling","years_behind_in_school","household_size","if_predominant_material_on_the_outside_wall_is_block_or_brick","if_predominant_material_on_the_outside_wall_is_socket_wood_zinc_or_absbesto","if_predominant_material_on_the_outside_wall_is_prefabricated_or_cement","if_predominant_material_on_the_outside_wall_is_waste_material","if_predominant_material_on_the_outside_wall_is_wood","if_predominant_material_on_the_outside_wall_is_zink","if_predominant_material_on_the_outside_wall_is_natural_fibers","if_predominant_material_on_the_outside_wall_is_other","if_predominant_material_on_the_floor_is_mosaic_ceramic_terrazo","if_predominant_material_on_the_floor_is_cement","if_predominant_material_on_the_floor_is_other","if_predominant_material_on_the_floor_is_natural_material","if_no_floor_at_the_household","if_predominant_material_on_the_floor_is_wood","if_predominant_material_on_the_roof_is_metal_foil_or_zink","if_predominant_material_on_the_roof_is_fiber_cement_mezzanine","if_predominant_material_on_the_roof_is_natural_fibers","if_predominant_material_on_the_roof_is_other","if_the_house_has_ceiling","if_water_provision_inside_the_dwelling","if_water_provision_outside_the_dwelling","if_no_water_provision","electricity_from_cnfl_ice_esph_or_jasec","electricity_from_private_plant","no_electricity_in_the_dwelling","no_toilet_in_the_dwelling","toilet_connected_to_septic_tank","toilet_connected_to_black_hole_or_letrine","toilet_connected_to_other_system","no_main_source_of_energy_used_for_cooking_no_kitchen","main_source_of_energy_used_for_cooking_electricity","main_source_of_energy_used_for_cooking_gas","main_source_of_energy_used_for_cooking_wood_charcoal","if_rubbish_disposal_mainly_by_tanker_truck","if_rubbish_disposal_mainly_by_botan_hollow_or_buried","if_rubbish_disposal_mainly_by_burning","if_rubbish_disposal_mainly_by_throwing_in_an_unoccupied_space","if_rubbish_disposal_mainly_other","if_walls_are_bad","if_walls_are_regular","if_walls_are_good","if_roof_are_bad","if_roof_are_regular","if_roof_are_good","if_floor_are_bad","if_floor_are_regular","if_floor_are_good","if_disable_person","if_male","if_female","if_less_than_10_years_old","if_free_or_coupled_uunion","if_married","if_divorced","if_separated","if_single","if_household_head","number_of_children_0_to_19_in_household","number_of_adults_in_household","no_of_individuals_65_plus_in_the_household","of_total_individuals_in_the_household","dependency","edjefe","edjefa","meaneduc","no_level_of_education","incomplete_primary","complete_primary","incomplete_academic_secondary_level","complete_academic_secondary_level","incomplete_technical_secondary_level","complete_technical_secondary_level","undergraduate_and_higher_education","postgraduate_higher_education","bedrooms","overcrowding","own_and_fully_paid_house","own_paying_in_installments","rented","precarious","other_assigned_borrowed","if_the_household_has_notebook_or_desktop_computer","if_the_household_has_tv","no_of_mobile_phones","region_central","region_chorotega","region_pacafico_central","region_huetar_atlantica","region_huetar_norte","area_zona_urbana","area_zona_rural","age_in_years","years_of_education_of_male_head_of_household_squared","target"
0,0,5,0,1,1,0,1,1,0,1,1,0,2,2,6,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,2,1,2,1,6,0,6,0,0,1,0,0,0,0,0,0,3,0.66666669,1,0,0,0,0,0,1,2,0,1,0,0,0,1,0,67,36,"three"
0,0,7,0,1,1,0,2,2,0,1,1,0,3,3,3,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,3,2,3,2,5,0,3,0,1,0,0,0,0,0,0,0,4,0.75,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,87,25,"four"
250000,0,6,0,1,1,0,1,1,1,2,3,1,3,4,5.25,0.75,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,2,2,0,4,1,6,0,6,0,0,1,0,0,0,0,0,0,3,1.3333334,0,1,0,0,0,0,1,3,1,0,0,0,0,1,0,38,36,"four"
0,0,6,0,1,1,1,2,3,0,2,2,1,4,5,6.33333333333333,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,3,2,3,2,3,0,6.3333335,0,1,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,3,0,0,0,0,1,1,0,80,9,"four"
160000,0,5,0,1,1,0,3,3,1,2,3,1,5,6,5.66666666666667,0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,4,2,0,6,2,8,0,14.5,0,0,0,1,0,0,0,0,0,3,2,0,0,1,0,0,0,0,4,1,0,0,0,0,1,0,45,64,"two"
0,0,8,0,1,1,0,3,3,0,2,2,0,5,5,13.8,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,4,1,5,0.66666669,16,0,15.25,0,0,0,0,0,0,0,1,0,3,1.6666666,1,0,0,0,0,0,0,3,1,0,0,0,0,1,0,66,256,"two"
0,0,4,0,1,1,0,1,1,0,2,2,0,3,3,6.66666666666667,0.333333333333333,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,2,0,3,0.5,0,6,6,0,0,1,0,0,0,0,0,0,2,1.5,0,0,0,0,1,0,0,3,0,0,0,0,1,0,1,38,0,"four"
0,0,6,0,1,1,0,2,2,0,1,1,0,3,3,6,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,2,1,0,3,2,6,0,6,0,0,1,0,0,0,0,0,0,4,0.75,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,38,36,"four"
60000,0,4,0,1,1,1,1,2,0,2,2,1,3,4,3.25,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,3,0,4,0.33333334,0,0,4.3333335,1,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,4,0,0,0,1,0,1,0,38,0,"one"
0,0,4,0,1,1,0,1,1,0,1,1,0,2,2,5,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,2,0,2,0,4,0,5,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41,16,"one"
0,0,4,0,1,1,0,0,0,1,1,2,1,1,2,6.5,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,2,1,0,13,13,0,0,0,0,0,0,0,1,0,3,0.66666669,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,40,0,"three"
30000,0,1,0,1,0,0,1,1,0,0,0,0,1,1,6,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,6,0,6,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,48,36,"four"
0,0,6,0,1,1,0,0,0,0,1,1,0,1,1,15,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,8,0,15,15,0,0,0,0,0,0,0,1,0,3,0.33333334,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,67,0,"four"
0,0,5,0,1,1,0,0,0,0,1,1,0,1,1,6,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,8,0,6,6,0,0,1,0,0,0,0,0,0,3,0.33333334,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,67,0,"four"
0,0,4,0,1,1,0,2,2,0,1,1,0,3,3,4,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,2,0,3,0.5,3,0,3.5,0,1,0,0,0,0,0,0,0,2,1.5,1,0,0,0,0,0,0,3,0,0,0,0,1,0,1,30,9,"two"
0,0,5,0,1,1,0,1,1,0,1,1,0,2,2,7.5,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,2,0,2,0,6,0,7.5,0,0,1,0,0,0,0,0,0,3,0.66666669,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,60,36,"four"
0,0,6,0,1,1,0,0,0,0,2,2,0,2,2,8,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,2,1,0,6,16,0,0,1,0,0,0,0,0,0,3,0.66666669,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,64,0,"two"
80000,0,5,0,1,1,0,2,2,2,3,5,2,5,7,6.57142857142857,0,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,5,2,0,7,2.5,6,0,8.5,0,0,1,0,0,0,0,0,0,3,2.3333333,0,0,1,0,0,0,0,2,0,1,0,0,0,1,0,39,36,"one"
0,0,5,0,1,1,0,2,2,0,1,1,0,3,3,10,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,3,0,3,0,15,0,10,0,0,0,0,0,0,0,1,0,3,1,1,0,0,0,0,0,1,3,1,0,0,0,0,1,0,64,225,"four"
0,0,5,0,1,1,0,3,3,0,1,1,0,4,4,5.5,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,4,2,4,1,6,0,5.5,0,0,1,0,0,0,0,0,0,3,1.3333334,1,0,0,0,0,0,0,3,1,0,0,0,0,1,0,67,36,"four"
770229,0,8,0,1,1,1,0,1,1,2,3,2,2,4,7,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,2,1,0,3,2,0,17,17,0,0,0,0,0,0,0,1,0,3,1.3333334,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,41,0,"four"
0,0,3,0,1,1,0,1,1,0,0,0,0,1,1,17,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,8,17,0,17,0,0,0,0,0,0,0,0,1,2,0.5,1,0,0,0,0,1,0,3,1,0,0,0,0,1,0,76,289,"four"
0,0,4,0,1,1,1,3,4,1,1,2,2,4,6,4,0.333333333333333,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,4,2,0,6,2,0,6,6,0,0,1,0,0,0,0,0,0,2,3,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,34,0,"four"
0,1,4,0,1,1,0,2,2,1,4,5,1,6,7,5.57142857142857,0.571428571428571,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,3,4,0,7,0.75,1,0,6.75,0,1,0,0,0,0,0,0,0,2,3.5,1,0,0,0,0,0,0,2,0,0,0,0,1,1,0,60,1,"three"
0,0,5,0,1,1,0,2,2,0,2,2,0,4,4,4.75,0.5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,2,2,0,4,1,2,0,4,0,1,0,0,0,0,0,0,0,3,1.3333334,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,59,4,"two"
0,0,6,0,1,0,0,2,2,0,1,1,0,3,3,6,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,3,1,3,0.5,0,6,6,0,0,1,0,0,0,0,0,0,3,1,1,0,0,0,0,0,1,2,1,0,0,0,0,0,1,67,0,"four"
0,0,4,0,1,1,0,1,1,0,2,2,0,3,3,9.66666666666667,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,3,0,3,0,6,0,9.666667,0,0,1,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,2,0,0,1,0,0,1,0,55,36,"three"
0,0,3,0,1,1,1,1,2,1,1,2,2,2,4,3.75,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,2,2,0,4,1,6,0,6,0,0,1,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,31,36,"one"
0,0,4,0,1,1,0,1,1,0,1,1,0,2,2,11,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,0,2,0,0,6,11,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,2,1,0,0,0,0,1,0,53,0,"four"
0,0,5,0,1,1,0,2,2,0,3,3,0,5,5,4.8,0.4,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,3,2,0,5,1.5,5,0,3,0,1,0,0,0,0,0,0,0,3,1.6666666,1,0,0,0,0,0,0,4,0,0,0,1,0,1,0,43,25,"one"
0,0,4,0,1,1,0,2,2,3,0,3,3,2,5,2.6,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,4,1,0,5,4,6,0,6,0,0,1,0,0,0,0,0,0,2,2.5,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,31,36,"one"
0,0,4,0,1,1,0,2,2,0,1,1,0,3,3,4,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,2,0,3,0.5,3,0,3.5,0,1,0,0,0,0,0,0,0,2,1.5,1,0,0,0,0,0,0,3,0,0,0,0,1,0,1,30,9,"two"
110000,0,2,0,1,1,0,1,1,0,0,0,0,1,1,11,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,11,0,11,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,2,1,0,0,0,0,1,0,53,121,"four"
0,0,4,0,1,1,0,2,2,0,1,1,0,3,3,11.6666666666667,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,3,0,3,0,0,11,11.666667,0,0,0,0,1,0,0,0,0,3,1,1,0,0,0,0,0,1,2,0,1,0,0,0,1,0,64,0,"four"
0,0,5,0,1,1,0,3,3,0,0,0,0,3,3,2.66666666666667,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3,2,3,2,1,0,2.6666667,0,1,0,0,0,0,0,0,0,4,0.75,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,84,1,"four"
0,0,9,0,1,1,0,1,1,0,1,1,0,2,2,12.5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,0,2,0,0,11,12.5,0,0,0,0,1,0,0,0,0,4,0.5,1,0,0,0,0,0,1,2,1,0,0,0,0,1,0,63,0,"four"
0,0,5,0,1,1,1,2,3,0,2,2,1,4,5,5,0,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,4,1,5,0.66666669,6,0,5.5,0,0,1,0,0,0,0,0,0,3,1.6666666,1,0,0,0,0,0,1,4,0,0,0,1,0,0,1,53,36,"four"
0,0,6,0,1,1,0,3,3,0,1,1,0,4,4,6.75,0.25,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,3,0,4,0.33333334,6,0,6.3333335,0,0,1,0,0,0,0,0,0,3,1.3333334,1,0,0,0,0,0,0,4,1,0,0,0,0,0,1,52,36,"four"
110000,0,5,0,1,1,0,1,1,1,2,3,1,3,4,6.75,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,2,2,0,4,1,11,0,11,0,0,0,0,1,0,0,0,0,2,2,0,0,1,0,0,0,1,2,1,0,0,0,0,1,0,37,121,"four"
0,0,5,0,1,1,0,1,1,0,1,1,0,2,2,10,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,2,1,2,1,0,9,10,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,75,0,"four"
0,0,3,0,1,1,0,1,1,0,0,0,0,1,1,11,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,11,0,11,0,0,0,0,1,0,0,0,0,3,0.33333334,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,35,121,"four"
0,0,6,0,1,1,0,3,3,0,1,1,0,4,4,10.25,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,2,2,0,4,1,11,0,14,0,0,0,0,1,0,0,0,0,2,2,1,0,0,0,0,0,1,4,1,0,0,0,0,1,0,48,121,"four"
0,0,5,0,1,0,1,1,2,3,1,4,4,2,6,3.66666666666667,0,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,5,1,0,6,5,0,11,11,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,1,0,0,2,1,0,0,0,0,1,0,32,0,"one"
0,0,5,0,1,1,1,2,3,0,2,2,1,4,5,6.6,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,3,2,0,5,1.5,6,0,11.5,0,0,1,0,0,0,0,0,0,3,1.6666666,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,40,36,"two"
175000,0,5,0,1,1,1,1,2,2,1,3,3,2,5,3.8,0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,3,2,0,5,1.5,8,0,9.5,0,0,0,1,0,0,0,0,0,3,1.6666666,0,0,1,0,0,0,0,2,1,0,0,0,0,1,0,27,64,"one"
1e+05,0,3,0,1,1,1,1,2,0,1,1,1,2,3,7,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,2,0,3,0.5,11,0,8.5,0,0,0,0,1,0,0,0,0,2,1.5,0,0,1,0,0,0,1,3,1,0,0,0,0,1,0,35,121,"four"
50000,0,4,0,1,1,2,1,3,0,1,1,2,2,4,3.5,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,2,2,0,4,1,4,0,6.5,0,1,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,2,0,1,0,0,0,1,0,36,16,"two"
0,0,4,0,1,1,0,2,2,0,1,1,0,3,3,2.33333333333333,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,3,2,3,2,1,0,2.3333333,0,1,0,0,0,0,0,0,0,2,1.5,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,82,1,"two"
0,0,5,0,1,1,0,1,1,0,1,1,0,2,2,6,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,2,1,2,1,0,6,6,0,0,1,0,0,0,0,0,0,3,0.66666669,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,72,0,"two"
0,0,6,0,1,1,0,1,1,0,3,3,0,4,4,10.5,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,4,0,4,0,8,0,10.5,0,0,0,1,0,0,0,0,0,3,1.3333334,1,0,0,0,0,0,0,3,0,0,0,1,0,0,1,61,64,"four"
0,0,5,0,1,1,1,1,2,0,2,2,1,3,4,3.5,0.25,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,2,2,0,4,1,3,0,3,0,1,0,0,0,0,0,0,0,3,1.3333334,1,0,0,0,0,1,0,3,1,0,0,0,0,1,0,37,9,"two"
0,0,3,0,1,1,0,1,1,0,0,0,0,1,1,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,8,6,0,6,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,76,36,"two"
0,0,5,0,1,1,0,2,2,0,1,1,0,3,3,10,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,3,0,3,0,8,0,10,0,0,0,1,0,0,0,0,0,2,1.5,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,40,64,"four"
